"","Trait","AccessionName","AccessionNumber","variable","value"
"9631","DG","LA1137","Y42","rep5",3
"9632","DL4","LA1137","Y42","rep5",15
"9633","DH","LA1137","Y42","rep5",11
"9634","LN","LA1137","Y42","rep5",0.666666667
"9635","RL","LA1137","Y42","rep5",0.180555556
"9636","SL","LA1137","Y42","rep5",0.219512195
"9637","ST","LA1137","Y42","rep5",0.01986755
"9638","RFM","LA1137","Y42","rep5",0.191356911
"9639","SFM","LA1137","Y42","rep5",0.079603778
"9640","TFM","LA1137","Y42","rep5",0.097074712
"9641","RDM","LA1137","Y42","rep5",0.528994083
"9642","SDM","LA1137","Y42","rep5",0.209322626
"9643","TDM","LA1137","Y42","rep5",0.236005662
"9644","WC","LA1137","Y42","rep5",0.089019377
"9645","WCn","LA1137","Y42","rep5",-2.940428162
"9646","GPI","LA1137","Y42","rep5",0.945397273
"9647","GPF","LA1137","Y42","rep5",0.174716047
"9648","dGP","LA1137","Y42","rep5",NA
"9649","L4FM","LA1137","Y42","rep5",0.11461126
"9650","L4DM","LA1137","Y42","rep5",0.156928214
"9651","L4A","LA1137","Y42","rep5",0.12694089
"9652","RNa","LA1137","Y42","rep5",31.87084065
"9653","RK","LA1137","Y42","rep5",1.372898588
"9654","LNa","LA1137","Y42","rep5",15.93031966
"9655","LK","LA1137","Y42","rep5",0.962464813
"9656","LeafSucculence","LA1137","Y42","rep5",0.870216579
"9657","LeafPerimeter","LA1137","Y42","rep5",0.184367422
"9658","LeafVertLength","LA1137","Y42","rep5",0.285712656
"9659","LeafHorizWidth","LA1137","Y42","rep5",0.329547479
"9660","LeafElongationFactor","LA1137","Y42","rep5",1.153230529
"9661","DG","LA1138","Y43","rep5",5
"9662","DL4","LA1138","Y43","rep5",14
"9663","DH","LA1138","Y43","rep5",11
"9664","LN","LA1138","Y43","rep5",0.5
"9665","RL","LA1138","Y43","rep5",0.88372093
"9666","SL","LA1138","Y43","rep5",0.615384615
"9667","ST","LA1138","Y43","rep5",0.285714286
"9668","RFM","LA1138","Y43","rep5",0.511643719
"9669","SFM","LA1138","Y43","rep5",0.471634435
"9670","TFM","LA1138","Y43","rep5",0.481221996
"9671","RDM","LA1138","Y43","rep5",0.735930736
"9672","SDM","LA1138","Y43","rep5",0.58933802
"9673","TDM","LA1138","Y43","rep5",0.508805513
"9674","WC","LA1138","Y43","rep5",0.477937825
"9675","WCn","LA1138","Y43","rep5",0.789410017
"9676","GPI","LA1138","Y43","rep5",0.795592292
"9677","GPF","LA1138","Y43","rep5",0.674253557
"9678","dGP","LA1138","Y43","rep5",0.484334619
"9679","L4FM","LA1138","Y43","rep5",0.200358698
"9680","L4DM","LA1138","Y43","rep5",0.227002967
"9681","L4A","LA1138","Y43","rep5",0.175460752
"9682","RNa","LA1138","Y43","rep5",29.64181907
"9683","RK","LA1138","Y43","rep5",0.366769107
"9684","LNa","LA1138","Y43","rep5",34.3251337
"9685","LK","LA1138","Y43","rep5",0.641298724
"9686","LeafSucculence","LA1138","Y43","rep5",1.127549697
"9687","LeafPerimeter","LA1138","Y43","rep5",0.250000763
"9688","LeafVertLength","LA1138","Y43","rep5",0.390587658
"9689","LeafHorizWidth","LA1138","Y43","rep5",0.380101091
"9690","LeafElongationFactor","LA1138","Y43","rep5",0.973183813
"9691","DG","LA1139","Y44","rep5",4
"9692","DL4","LA1139","Y44","rep5",14
"9693","DH","LA1139","Y44","rep5",11
"9694","LN","LA1139","Y44","rep5",0.666666667
"9695","RL","LA1139","Y44","rep5",0.915254237
"9696","SL","LA1139","Y44","rep5",0.297297297
"9697","ST","LA1139","Y44","rep5",0.20754717
"9698","RFM","LA1139","Y44","rep5",0.160144733
"9699","SFM","LA1139","Y44","rep5",0.086329483
"9700","TFM","LA1139","Y44","rep5",0.09725694
"9701","RDM","LA1139","Y44","rep5",0.231547017
"9702","SDM","LA1139","Y44","rep5",0.188507058
"9703","TDM","LA1139","Y44","rep5",0.203240691
"9704","WC","LA1139","Y44","rep5",0.090296619
"9705","WCn","LA1139","Y44","rep5",NA
"9706","GPI","LA1139","Y44","rep5",1.112795334
"9707","GPF","LA1139","Y44","rep5",0.137386046
"9708","dGP","LA1139","Y44","rep5",-0.061969138
"9709","L4FM","LA1139","Y44","rep5",0.227803965
"9710","L4DM","LA1139","Y44","rep5",0.260440395
"9711","L4A","LA1139","Y44","rep5",0.288704921
"9712","RNa","LA1139","Y44","rep5",26.23530193
"9713","RK","LA1139","Y44","rep5",0.814492607
"9714","LNa","LA1139","Y44","rep5",25.15384616
"9715","LK","LA1139","Y44","rep5",1.081848143
"9716","LeafSucculence","LA1139","Y44","rep5",0.778548012
"9717","LeafPerimeter","LA1139","Y44","rep5",0.410638738
"9718","LeafVertLength","LA1139","Y44","rep5",0.490715696
"9719","LeafHorizWidth","LA1139","Y44","rep5",0.576167578
"9720","LeafElongationFactor","LA1139","Y44","rep5",1.173989455
"9721","DG","LA1141","Y45","rep5",7
"9722","DL4","LA1141","Y45","rep5",NA
"9723","DH","LA1141","Y45","rep5",NA
"9724","LN","LA1141","Y45","rep5",NA
"9725","RL","LA1141","Y45","rep5",NA
"9726","SL","LA1141","Y45","rep5",NA
"9727","ST","LA1141","Y45","rep5",NA
"9728","RFM","LA1141","Y45","rep5",NA
"9729","SFM","LA1141","Y45","rep5",NA
"9730","TFM","LA1141","Y45","rep5",NA
"9731","RDM","LA1141","Y45","rep5",NA
"9732","SDM","LA1141","Y45","rep5",NA
"9733","TDM","LA1141","Y45","rep5",NA
"9734","WC","LA1141","Y45","rep5",NA
"9735","WCn","LA1141","Y45","rep5",NA
"9736","GPI","LA1141","Y45","rep5",NA
"9737","GPF","LA1141","Y45","rep5",NA
"9738","dGP","LA1141","Y45","rep5",NA
"9739","L4FM","LA1141","Y45","rep5",NA
"9740","L4DM","LA1141","Y45","rep5",NA
"9741","L4A","LA1141","Y45","rep5",NA
"9742","RNa","LA1141","Y45","rep5",NA
"9743","RK","LA1141","Y45","rep5",NA
"9744","LNa","LA1141","Y45","rep5",NA
"9745","LK","LA1141","Y45","rep5",NA
"9746","LeafSucculence","LA1141","Y45","rep5",NA
"9747","LeafPerimeter","LA1141","Y45","rep5",NA
"9748","LeafVertLength","LA1141","Y45","rep5",NA
"9749","LeafHorizWidth","LA1141","Y45","rep5",NA
"9750","LeafElongationFactor","LA1141","Y45","rep5",NA
"9751","DG","LA1401","Y46","rep5",6
"9752","DL4","LA1401","Y46","rep5",19
"9753","DH","LA1401","Y46","rep5",11
"9754","LN","LA1401","Y46","rep5",0.5
"9755","RL","LA1401","Y46","rep5",1.428571429
"9756","SL","LA1401","Y46","rep5",0.774193548
"9757","ST","LA1401","Y46","rep5",0.377952756
"9758","RFM","LA1401","Y46","rep5",0.441485247
"9759","SFM","LA1401","Y46","rep5",0.236965995
"9760","TFM","LA1401","Y46","rep5",0.262697607
"9761","RDM","LA1401","Y46","rep5",1.065637066
"9762","SDM","LA1401","Y46","rep5",0.423061787
"9763","TDM","LA1401","Y46","rep5",0.492694331
"9764","WC","LA1401","Y46","rep5",0.251208012
"9765","WCn","LA1401","Y46","rep5",-0.84193766
"9766","GPI","LA1401","Y46","rep5",1.394385458
"9767","GPF","LA1401","Y46","rep5",0.239888768
"9768","dGP","LA1401","Y46","rep5",0.121779782
"9769","L4FM","LA1401","Y46","rep5",0.359133453
"9770","L4DM","LA1401","Y46","rep5",0.538585209
"9771","L4A","LA1401","Y46","rep5",0.32627837
"9772","RNa","LA1401","Y46","rep5",40.58043252
"9773","RK","LA1401","Y46","rep5",2.171585779
"9774","LNa","LA1401","Y46","rep5",25.12073738
"9775","LK","LA1401","Y46","rep5",1.058967733
"9776","LeafSucculence","LA1401","Y46","rep5",1.062202337
"9777","LeafPerimeter","LA1401","Y46","rep5",0.374070166
"9778","LeafVertLength","LA1401","Y46","rep5",0.386246033
"9779","LeafHorizWidth","LA1401","Y46","rep5",0.545082165
"9780","LeafElongationFactor","LA1401","Y46","rep5",1.411220715
"9781","DG","LA1403","Y48","rep5",4
"9782","DL4","LA1403","Y48","rep5",19
"9783","DH","LA1403","Y48","rep5",11
"9784","LN","LA1403","Y48","rep5",0.666666667
"9785","RL","LA1403","Y48","rep5",0.87037037
"9786","SL","LA1403","Y48","rep5",0.5
"9787","ST","LA1403","Y48","rep5",0.2734375
"9788","RFM","LA1403","Y48","rep5",0.363147073
"9789","SFM","LA1403","Y48","rep5",NA
"9790","TFM","LA1403","Y48","rep5",0.268660571
"9791","RDM","LA1403","Y48","rep5",0.705974843
"9792","SDM","LA1403","Y48","rep5",NA
"9793","TDM","LA1403","Y48","rep5",0.385771543
"9794","WC","LA1403","Y48","rep5",0.262295082
"9795","WCn","LA1403","Y48","rep5",-1.347657763
"9796","GPI","LA1403","Y48","rep5",1.015815795
"9797","GPF","LA1403","Y48","rep5",0.403311014
"9798","dGP","LA1403","Y48","rep5",0.279858755
"9799","L4FM","LA1403","Y48","rep5",0.228104899
"9800","L4DM","LA1403","Y48","rep5",0.317073171
"9801","L4A","LA1403","Y48","rep5",0.276889849
"9802","RNa","LA1403","Y48","rep5",21.14146069
"9803","RK","LA1403","Y48","rep5",1.014253629
"9804","LNa","LA1403","Y48","rep5",NA
"9805","LK","LA1403","Y48","rep5",0.754395336
"9806","LeafSucculence","LA1403","Y48","rep5",0.795434402
"9807","LeafPerimeter","LA1403","Y48","rep5",0.395833502
"9808","LeafVertLength","LA1403","Y48","rep5",0.531163923
"9809","LeafHorizWidth","LA1403","Y48","rep5",0.596477657
"9810","LeafElongationFactor","LA1403","Y48","rep5",1.123027375
"9811","DG","LA1404","Y49","rep5",3
"9812","DL4","LA1404","Y49","rep5",13
"9813","DH","LA1404","Y49","rep5",11
"9814","LN","LA1404","Y49","rep5",0.666666667
"9815","RL","LA1404","Y49","rep5",0.539473684
"9816","SL","LA1404","Y49","rep5",0.821428571
"9817","ST","LA1404","Y49","rep5",0.370629371
"9818","RFM","LA1404","Y49","rep5",0.156837402
"9819","SFM","LA1404","Y49","rep5",0.263140362
"9820","TFM","LA1404","Y49","rep5",0.240320586
"9821","RDM","LA1404","Y49","rep5",0.379734848
"9822","SDM","LA1404","Y49","rep5",0.331726312
"9823","TDM","LA1404","Y49","rep5",0.325938346
"9824","WC","LA1404","Y49","rep5",0.234713787
"9825","WCn","LA1404","Y49","rep5",NA
"9826","GPI","LA1404","Y49","rep5",1.075671833
"9827","GPF","LA1404","Y49","rep5",0.449236855
"9828","dGP","LA1404","Y49","rep5",0.330489125
"9829","L4FM","LA1404","Y49","rep5",0.203991282
"9830","L4DM","LA1404","Y49","rep5",0.258435583
"9831","L4A","LA1404","Y49","rep5",0.262065091
"9832","RNa","LA1404","Y49","rep5",17.08769672
"9833","RK","LA1404","Y49","rep5",0.708434714
"9834","LNa","LA1404","Y49","rep5",32.35569172
"9835","LK","LA1404","Y49","rep5",0.765654206
"9836","LeafSucculence","LA1404","Y49","rep5",NA
"9837","LeafPerimeter","LA1404","Y49","rep5",0.345484181
"9838","LeafVertLength","LA1404","Y49","rep5",0.408344302
"9839","LeafHorizWidth","LA1404","Y49","rep5",0.594789527
"9840","LeafElongationFactor","LA1404","Y49","rep5",NA
"9841","DG","LA1406","Y50","rep5",3
"9842","DL4","LA1406","Y50","rep5",13
"9843","DH","LA1406","Y50","rep5",11
"9844","LN","LA1406","Y50","rep5",0.5
"9845","RL","LA1406","Y50","rep5",1.303571429
"9846","SL","LA1406","Y50","rep5",0.5
"9847","ST","LA1406","Y50","rep5",0.301587302
"9848","RFM","LA1406","Y50","rep5",0.354598177
"9849","SFM","LA1406","Y50","rep5",0.300591827
"9850","TFM","LA1406","Y50","rep5",0.309319598
"9851","RDM","LA1406","Y50","rep5",0.7331813
"9852","SDM","LA1406","Y50","rep5",0.39280677
"9853","TDM","LA1406","Y50","rep5",0.441829366
"9854","WC","LA1406","Y50","rep5",0.301026856
"9855","WCn","LA1406","Y50","rep5",-6.570528235
"9856","GPI","LA1406","Y50","rep5",1.39246182
"9857","GPF","LA1406","Y50","rep5",0.457002276
"9858","dGP","LA1406","Y50","rep5",0.239694132
"9859","L4FM","LA1406","Y50","rep5",0.346548189
"9860","L4DM","LA1406","Y50","rep5",0.466092573
"9861","L4A","LA1406","Y50","rep5",0.42922322
"9862","RNa","LA1406","Y50","rep5",16.80308326
"9863","RK","LA1406","Y50","rep5",1.176822956
"9864","LNa","LA1406","Y50","rep5",24.48465319
"9865","LK","LA1406","Y50","rep5",0.72970908
"9866","LeafSucculence","LA1406","Y50","rep5",0.779599
"9867","LeafPerimeter","LA1406","Y50","rep5",0.439012052
"9868","LeafVertLength","LA1406","Y50","rep5",0.519050567
"9869","LeafHorizWidth","LA1406","Y50","rep5",0.613543204
"9870","LeafElongationFactor","LA1406","Y50","rep5",1.181954387
"9871","DG","LA1407","Y51","rep5",4
"9872","DL4","LA1407","Y51","rep5",13
"9873","DH","LA1407","Y51","rep5",11
"9874","LN","LA1407","Y51","rep5",0.333333333
"9875","RL","LA1407","Y51","rep5",-0.105263158
"9876","SL","LA1407","Y51","rep5",0.243243243
"9877","ST","LA1407","Y51","rep5",0.209150327
"9878","RFM","LA1407","Y51","rep5",0.00874102
"9879","SFM","LA1407","Y51","rep5",0.007485215
"9880","TFM","LA1407","Y51","rep5",0.007762505
"9881","RDM","LA1407","Y51","rep5",0.070987654
"9882","SDM","LA1407","Y51","rep5",0.10650978
"9883","TDM","LA1407","Y51","rep5",0.097431266
"9884","WC","LA1407","Y51","rep5",0.002027838
"9885","WCn","LA1407","Y51","rep5",-63.4966911
"9886","GPI","LA1407","Y51","rep5",0.953122728
"9887","GPF","LA1407","Y51","rep5",0.054311518
"9888","dGP","LA1407","Y51","rep5",-0.167757667
"9889","L4FM","LA1407","Y51","rep5",0.039884623
"9890","L4DM","LA1407","Y51","rep5",0.088235294
"9891","L4A","LA1407","Y51","rep5",0.021909742
"9892","RNa","LA1407","Y51","rep5",16.62342903
"9893","RK","LA1407","Y51","rep5",0.701405562
"9894","LNa","LA1407","Y51","rep5",NA
"9895","LK","LA1407","Y51","rep5",NA
"9896","LeafSucculence","LA1407","Y51","rep5",1.603172496
"9897","LeafPerimeter","LA1407","Y51","rep5",0.064355149
"9898","LeafVertLength","LA1407","Y51","rep5",0.110718774
"9899","LeafHorizWidth","LA1407","Y51","rep5",0.196479371
"9900","LeafElongationFactor","LA1407","Y51","rep5",NA
"9901","DG","LA1408","Y52","rep5",4
"9902","DL4","LA1408","Y52","rep5",15
"9903","DH","LA1408","Y52","rep5",11
"9904","LN","LA1408","Y52","rep5",0.25
"9905","RL","LA1408","Y52","rep5",NA
"9906","SL","LA1408","Y52","rep5",0.44
"9907","ST","LA1408","Y52","rep5",0.313043478
"9908","RFM","LA1408","Y52","rep5",0.115821413
"9909","SFM","LA1408","Y52","rep5",0.105772203
"9910","TFM","LA1408","Y52","rep5",0.107360072
"9911","RDM","LA1408","Y52","rep5",0.17921147
"9912","SDM","LA1408","Y52","rep5",0.201220518
"9913","TDM","LA1408","Y52","rep5",0.174813495
"9914","WC","LA1408","Y52","rep5",0.102938923
"9915","WCn","LA1408","Y52","rep5",5.127824796
"9916","GPI","LA1408","Y52","rep5",1.120665398
"9917","GPF","LA1408","Y52","rep5",0.227259785
"9918","dGP","LA1408","Y52","rep5",0.099527808
"9919","L4FM","LA1408","Y52","rep5",0.075623112
"9920","L4DM","LA1408","Y52","rep5",0.083240844
"9921","L4A","LA1408","Y52","rep5",0.105152726
"9922","RNa","LA1408","Y52","rep5",12.47767469
"9923","RK","LA1408","Y52","rep5",0.835102498
"9924","LNa","LA1408","Y52","rep5",34.48358586
"9925","LK","LA1408","Y52","rep5",0.47691674
"9926","LeafSucculence","LA1408","Y52","rep5",0.712438682
"9927","LeafPerimeter","LA1408","Y52","rep5",0.131176974
"9928","LeafVertLength","LA1408","Y52","rep5",0.242850811
"9929","LeafHorizWidth","LA1408","Y52","rep5",0.288204793
"9930","LeafElongationFactor","LA1408","Y52","rep5",1.186689882
"9931","DG","LA1409","Y53","rep5",4
"9932","DL4","LA1409","Y53","rep5",13
"9933","DH","LA1409","Y53","rep5",11
"9934","LN","LA1409","Y53","rep5",0.5
"9935","RL","LA1409","Y53","rep5",0
"9936","SL","LA1409","Y53","rep5",0.361111111
"9937","ST","LA1409","Y53","rep5",0.320754717
"9938","RFM","LA1409","Y53","rep5",0.114491331
"9939","SFM","LA1409","Y53","rep5",0.203586631
"9940","TFM","LA1409","Y53","rep5",0.185390068
"9941","RDM","LA1409","Y53","rep5",0.199723566
"9942","SDM","LA1409","Y53","rep5",0.300167785
"9943","TDM","LA1409","Y53","rep5",0.265805877
"9944","WC","LA1409","Y53","rep5",0.180255162
"9945","WCn","LA1409","Y53","rep5",-28.66654164
"9946","GPI","LA1409","Y53","rep5",1.031262039
"9947","GPF","LA1409","Y53","rep5",0.331019484
"9948","dGP","LA1409","Y53","rep5",0.183379887
"9949","L4FM","LA1409","Y53","rep5",0.170778098
"9950","L4DM","LA1409","Y53","rep5",0.196575777
"9951","L4A","LA1409","Y53","rep5",0.182938158
"9952","RNa","LA1409","Y53","rep5",10.86677868
"9953","RK","LA1409","Y53","rep5",0.481490262
"9954","LNa","LA1409","Y53","rep5",13.56056873
"9955","LK","LA1409","Y53","rep5",0.659341566
"9956","LeafSucculence","LA1409","Y53","rep5",0.919429945
"9957","LeafPerimeter","LA1409","Y53","rep5",0.26532324
"9958","LeafVertLength","LA1409","Y53","rep5",0.361440065
"9959","LeafHorizWidth","LA1409","Y53","rep5",0.364180414
"9960","LeafElongationFactor","LA1409","Y53","rep5",1.007543263
"9961","DG","LA1410","Y54","rep5",4
"9962","DL4","LA1410","Y54","rep5",14
"9963","DH","LA1410","Y54","rep5",11
"9964","LN","LA1410","Y54","rep5",0.5
"9965","RL","LA1410","Y54","rep5",0.625
"9966","SL","LA1410","Y54","rep5",0.268292683
"9967","ST","LA1410","Y54","rep5",-0.095238095
"9968","RFM","LA1410","Y54","rep5",0.192070485
"9969","SFM","LA1410","Y54","rep5",0.164981786
"9970","TFM","LA1410","Y54","rep5",0.168839316
"9971","RDM","LA1410","Y54","rep5",0.342105263
"9972","SDM","LA1410","Y54","rep5",0.251313903
"9973","TDM","LA1410","Y54","rep5",0.241595697
"9974","WC","LA1410","Y54","rep5",0.164524661
"9975","WCn","LA1410","Y54","rep5",-0.905171786
"9976","GPI","LA1410","Y54","rep5",1.704076468
"9977","GPF","LA1410","Y54","rep5",0.250158033
"9978","dGP","LA1410","Y54","rep5",0.116999115
"9979","L4FM","LA1410","Y54","rep5",NA
"9980","L4DM","LA1410","Y54","rep5",NA
"9981","L4A","LA1410","Y54","rep5",0.134002796
"9982","RNa","LA1410","Y54","rep5",15.57685141
"9983","RK","LA1410","Y54","rep5",0.773209518
"9984","LNa","LA1410","Y54","rep5",32.32884417
"9985","LK","LA1410","Y54","rep5",0.728726808
"9986","LeafSucculence","LA1410","Y54","rep5",0.889075405
"9987","LeafPerimeter","LA1410","Y54","rep5",0.187333307
"9988","LeafVertLength","LA1410","Y54","rep5",0.290202075
"9989","LeafHorizWidth","LA1410","Y54","rep5",0.431164128
"9990","LeafElongationFactor","LA1410","Y54","rep5",1.485569423
"9991","DG","LA1411","Y55","rep5",4
"9992","DL4","LA1411","Y55","rep5",13
"9993","DH","LA1411","Y55","rep5",11
"9994","LN","LA1411","Y55","rep5",NA
"9995","RL","LA1411","Y55","rep5",NA
"9996","SL","LA1411","Y55","rep5",NA
"9997","ST","LA1411","Y55","rep5",NA
"9998","RFM","LA1411","Y55","rep5",NA
"9999","SFM","LA1411","Y55","rep5",NA
"10000","TFM","LA1411","Y55","rep5",NA
"10001","RDM","LA1411","Y55","rep5",NA
"10002","SDM","LA1411","Y55","rep5",NA
"10003","TDM","LA1411","Y55","rep5",NA
"10004","WC","LA1411","Y55","rep5",NA
"10005","WCn","LA1411","Y55","rep5",NA
"10006","GPI","LA1411","Y55","rep5",1.145538967
"10007","GPF","LA1411","Y55","rep5",0.072229733
"10008","dGP","LA1411","Y55","rep5",-1.063978497
"10009","L4FM","LA1411","Y55","rep5",NA
"10010","L4DM","LA1411","Y55","rep5",NA
"10011","L4A","LA1411","Y55","rep5",NA
"10012","RNa","LA1411","Y55","rep5",NA
"10013","RK","LA1411","Y55","rep5",NA
"10014","LNa","LA1411","Y55","rep5",NA
"10015","LK","LA1411","Y55","rep5",NA
"10016","LeafSucculence","LA1411","Y55","rep5",NA
"10017","LeafPerimeter","LA1411","Y55","rep5",NA
"10018","LeafVertLength","LA1411","Y55","rep5",NA
"10019","LeafHorizWidth","LA1411","Y55","rep5",NA
"10020","LeafElongationFactor","LA1411","Y55","rep5",NA
"10021","DG","LA1412","Y56","rep5",3
"10022","DL4","LA1412","Y56","rep5",12
"10023","DH","LA1412","Y56","rep5",11
"10024","LN","LA1412","Y56","rep5",0.666666667
"10025","RL","LA1412","Y56","rep5",1.028571429
"10026","SL","LA1412","Y56","rep5",0.36
"10027","ST","LA1412","Y56","rep5",0.386363636
"10028","RFM","LA1412","Y56","rep5",0.276361505
"10029","SFM","LA1412","Y56","rep5",0.218368491
"10030","TFM","LA1412","Y56","rep5",0.22634029
"10031","RDM","LA1412","Y56","rep5",0.427684117
"10032","SDM","LA1412","Y56","rep5",0.296620776
"10033","TDM","LA1412","Y56","rep5",0.293776423
"10034","WC","LA1412","Y56","rep5",0.222148201
"10035","WCn","LA1412","Y56","rep5",NA
"10036","GPI","LA1412","Y56","rep5",1.086354982
"10037","GPF","LA1412","Y56","rep5",0.273827317
"10038","dGP","LA1412","Y56","rep5",0.169779862
"10039","L4FM","LA1412","Y56","rep5",0.15725
"10040","L4DM","LA1412","Y56","rep5",0.201295197
"10041","L4A","LA1412","Y56","rep5",0.206236867
"10042","RNa","LA1412","Y56","rep5",12.35260027
"10043","RK","LA1412","Y56","rep5",1.100663028
"10044","LNa","LA1412","Y56","rep5",21.33605514
"10045","LK","LA1412","Y56","rep5",0.524958139
"10046","LeafSucculence","LA1412","Y56","rep5",0.740665446
"10047","LeafPerimeter","LA1412","Y56","rep5",0.291480753
"10048","LeafVertLength","LA1412","Y56","rep5",0.372549639
"10049","LeafHorizWidth","LA1412","Y56","rep5",0.382791647
"10050","LeafElongationFactor","LA1412","Y56","rep5",1.027492547
"10051","DG","LA1414","Y57","rep5",4
"10052","DL4","LA1414","Y57","rep5",15
"10053","DH","LA1414","Y57","rep5",11
"10054","LN","LA1414","Y57","rep5",1
"10055","RL","LA1414","Y57","rep5",-0.408450704
"10056","SL","LA1414","Y57","rep5",0.545454545
"10057","ST","LA1414","Y57","rep5",-0.039215686
"10058","RFM","LA1414","Y57","rep5",0.011520951
"10059","SFM","LA1414","Y57","rep5",0.167475382
"10060","TFM","LA1414","Y57","rep5",0.142354719
"10061","RDM","LA1414","Y57","rep5",0.25
"10062","SDM","LA1414","Y57","rep5",0.34900074
"10063","TDM","LA1414","Y57","rep5",0.30089172
"10064","WC","LA1414","Y57","rep5",0.132460966
"10065","WCn","LA1414","Y57","rep5",5.681481912
"10066","GPI","LA1414","Y57","rep5",1.082712453
"10067","GPF","LA1414","Y57","rep5",0.192578583
"10068","dGP","LA1414","Y57","rep5",0.053767193
"10069","L4FM","LA1414","Y57","rep5",0.127646959
"10070","L4DM","LA1414","Y57","rep5",0.178759201
"10071","L4A","LA1414","Y57","rep5",0.122222132
"10072","RNa","LA1414","Y57","rep5",40.08402508
"10073","RK","LA1414","Y57","rep5",NA
"10074","LNa","LA1414","Y57","rep5",23.31397144
"10075","LK","LA1414","Y57","rep5",0.733220562
"10076","LeafSucculence","LA1414","Y57","rep5",1.007747486
"10077","LeafPerimeter","LA1414","Y57","rep5",0.243336383
"10078","LeafVertLength","LA1414","Y57","rep5",0.343591375
